doc_type	doc_id	num	date_str	description	url_metadata	lang	article_title	article_body_paragraphs
lk_pmd_press_release	2025-31-08-2025-31-08-a50519	2025-31-08-a50519	2025-31-08	President’s Fund Recognises A-Level High Achievers in North…	https://pmd.gov.lk/news/presidents-fund-recognises-a-level-high-achievers-in-north-central-province/	en	President’s Fund Recognises A-Level High Achievers in North Central Province	['A ceremony to honour the top performers in the 2023/2024 G.C.E. Advanced Level examinations at the district level, sponsored by the President’s Fund, was held today (31) at the Anuradhapura Central College auditorium. The event was chaired by the Speaker of Parliament, Hon. Jagath Wickremaratne.', 'During the ceremony, 241 students from the Anuradhapura and Polonnaruwa districts who secured positions 1 to 10 across all six subject streams in the 2023 and 2024 A-Level examinations were awarded certificates and an incentive payment of Rs. 100,000 each. The total expenditure for this initiative by the President’s Fund was Rs. 24.1 million.', 'Senior Additional Secretary to the President and Secretary to the President’s Fund, Mr. Roshan Gamage, delivered the welcome address and outlined the objectives of the programme.', 'The keynote address was delivered by the Speaker of Parliament, Hon. Jagath Wickremaratne. He stated that the President’s Fund is now fulfilling its true role by providing highly efficient and effective services for the people and expressed his great satisfaction regarding this initiative.', 'The event was also addressed by the Deputy Minister of Land and Irrigation, Mr. Susil Ranasinghe and the Governor of the North Central Province, Mr. Wasantha Jinadasa. Parliamentarians including Mr. Sena Nanayakkara, Mr. Bhagya Sri Herath and Mr. Thilina Samarakoon were among the distinguished guests in attendance.', 'Meanwhile, a special one-day training workshop was held yesterday (30) at the Anuradhapura District Secretariat for officers in charge of the subject from all Divisional Secretariat offices in the North Central Province. This is part of the initiative to decentralise the operations of the President’s Fund to the regional level.', 'The workshop aimed to educate the officers working on President’s Fund matters in the Anuradhapura and Polonnaruwa districts. The programme is expected to increase the number of beneficiaries from the North Central Province, provide higher quality service to them and introduce updated online methodologies for the delivery of more expedient services through the relevant knowledge and training.', 'Senior Additional Secretary to the President and Secretary to the President’s Fund, Mr. Roshan Gamage, the Anuradhapura District Secretary, Mr. Ranjith Wimalasuriya and a group of senior officials from the President’s Fund were present on this occasion.']
lk_pmd_press_release	2025-30-08-2025-30-08-e6511f	2025-30-08-e6511f	2025-30-08	President Precedes 2026 Pre-Budget Discussion with Private Sector…	https://pmd.gov.lk/news/president-precedes-2026-pre-budget-discussion-with-private-sector-in-agriculture-and-food-beverage/	en	President Precedes 2026 Pre-Budget Discussion with Private Sector in Agriculture and Food & Beverage	['Export diversification and value-added products to receive future incentives', '– President', 'President Anura Kumara Dissanayake stated that future incentives will be introduced to encourage export diversification and the development of value-added products. The President further said that the role of governments is to support industries rather than hinder them and he underscored the necessity of consulting with relevant sectors during the regulation drafting process, ensuring sufficient time is allocated for their execution.', 'The President made these remarks yesterday (29) at the Presidential Secretariat during the 2026 pre-budget discussion with private sector representatives from the agriculture and food & beverage sectors.', 'The meeting focused on providing facilities for farmers, exports, tax concessions, recycling and the legal environment affecting the sector.', 'There was also extensive discussion on ensuring a continuous supply of quality agricultural and food products to consumers, as well as the challenges faced by businesses, with participants sharing their views and proposals.', 'The President noted that although producers typically set product prices, in the agricultural sector, it is frequently the consumers who establish these prices, primarily because of inadequate mechanism within the industry. He also pointed out the lack of a systematic approach for distributing products to consumers, emphasizing the necessity for enhanced cooperation between the government and the private sector to address these challenges.', 'He further explained that the government is focusing on securing full private sector support to expand markets for agricultural produce, dairy and livestock products. While the responsibility of adding value rests with entrepreneurs, the President stated that the government intends to introduce a new framework to facilitate this process.', 'Attention was also drawn to the livestock industry due to its challenges in achieving productivity, primarily because it has not evolved into a well-structured small and medium-scale sector. Discussions were held on strengthening livestock production and formalizing distribution systems.', 'The discussion was attended by Secretary to the Treasury Dr.Harshana Suriyapperuma, Senior Additional Secretary to the President Russell Aponsu , Chairman of the Export Development Board Mr. Mangala Wijesinghe, officials from the Ministry of Finance and several leading business representatives from the agriculture and food & beverage sector.']
lk_pmd_press_release	2025-30-08-2025-30-08-2c60ef	2025-30-08-2c60ef	2025-30-08	Secretary to the President Meets Chair of Transparency…	https://pmd.gov.lk/news/secretary-to-the-president-meets-chair-of-transparency-international/	en	Secretary to the President Meets Chair of Transparency International	['Secretary to the President, Dr. Nandika Sanath Kumanayake, met yesterday (29) with Mr. François Valérian, Chair of Transparency International, who is currently on a brief visit to Sri Lanka.', 'During the discussion, Dr. Kumanayake highlighted the Government’s ongoing efforts to combat corruption in both the public and private sectors. He noted that several new initiatives had been launched, with significant progress already recorded in strengthening anti-corruption mechanisms.', 'He further emphasised that plans were underway to raise public awareness on bribery and corruption, with the broader aim of eliminating corrupt practices, ensuring effective utilisation of public funds and fostering a culture of integrity in the country.', 'Mr. Valérian commended the Government’s initiatives, particularly the establishment of Internal Affairs Units within public institutions to prevent corruption, as well as measures introduced under the Clean Sri Lanka Programme. He underlined the importance of sustained collaboration between government and civil society in advancing anti-corruption goals and reaffirmed Transparency International’s commitment to supporting Sri Lanka through continued partnership.']
lk_pmd_press_release	2025-29-08-2025-29-08-fc37e9	2025-29-08-fc37e9	2025-29-08	Pre-Budget Discussion of the Ministry of Education, Higher…	https://pmd.gov.lk/news/pre-budget-discussion-of-the-ministry-of-education-higher-education-and-vocational-education-for-2026-chaired-by-the-president/	en	Pre-Budget Discussion of the Ministry of Education, Higher Education and Vocational Education for 2026, Chaired by the President	['Focus on Strengthening the School System and Curriculum Reforms', '– President', 'President Anura Kumara Dissanayake instructed officials of the Ministry of Education to focus on strengthening the school system and reforming curricula to ensure that every child receives a quality education. He also emphasized the need to allocate the necessary resources to meet the objectives of the government’s education reforms.', 'The President has also directed that a comprehensive National Vocational Education Plan be developed with the assistance of the Vocational Education Division of the Ministry of Education, rather than relying on the various vocational education programmes currently spread across the country.', 'These instructions were given during the 2026 pre-budget discussion of the Ministry of Education, Higher Education and Vocational Education, held today (29) at the Presidential Secretariat.', 'The advancements of the projects carried out in the three areas of General Education, Higher Education and Vocational Education, along with the issues and challenges that have emerged, were scrutinized separately, in light of the budget allocations designated for the Ministry of Education, Higher Education, and Vocational Education for the year 2025.', 'Officials also presented the Ministry’s future plans under the vision of “Reaching excellence in the global society through skilled citizens who uphold the Sri Lankan identity.”', 'Key points of discussion included, progress of foreign-assisted school projects such as the General Education Modernization Project (GEMP) and the Secondary Education Sector Improvement Programme (SESIP).', 'The President outlined the need to update long-running school projects and strengthen primary education and school development programmes.', 'Welfare programmes including the school nutrition programme, student allowances, provision of textbooks and uniforms, the “SURAKSHA” insurance scheme, supply of shoes for underprivileged school and Pirivena students, provision of sanitary pads for schoolgirls and the progress of various welfare programmes, including the Technology Stream Scholarship Programme, ‘Sujatha Diyani ‘Scholarships Programme and ‘Subhaga’ Scholarships Scheme, was also reviewed.', 'Education Ministry officials stated that preparations have been made to conduct the G.C.E. Ordinary Level and Advanced Level examinations from next year on time as previously scheduled.', 'They also noted that arrangements are underway to distribute school textbooks and uniforms before the start of the new school term on January 5, 2026.', 'Programmes under the Higher Education sector were also discussed in detail, including a separate review of new construction projects currently underway at universities across the country.', 'The Officials explained that next year, efforts will focus on expanding student hostel facilities, improving university infrastructure to create a comfortable learning environment and promoting research and innovation. These initiatives aim to enhance the international rankings of universities while also reviewing degree programmes and curricula to align with new educational reforms and develop updated academic programmes.', 'The discussion also covered plans to strengthen the vocational education sector, including the modernization of 50 vocational training institutes and the development of nine excellence centres during the 2026–2030 period.', 'The meeting was attended by Prime Minister and Minister of Education, Higher Education and Vocational Education, Dr. Harini Amarasuriya, Minister of Labour and Deputy Minister of Economic Development Anil Jayantha Fernando, Deputy Minister of Education and Higher Education Madhura Senewiratne, Deputy Minister of Vocational Education Nalin Hewage, Secretary to the President, Dr. Nandika Sanath Kumanayake, Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma, Secretary of the Ministry of Education, Higher Education and Vocational Education, Nalaka Kaluwewa, Senior Additional Secretary to the President, Russell Aponso, senior officials from institutions under the Ministry of Education, Higher Education and Vocational Education and a group of officials from the Ministry of Finance also participated in this event.']
lk_pmd_press_release	2025-29-08-2025-29-08-a4e687	2025-29-08-a4e687	2025-29-08	President leads 2026 Pre-Budget Discussion with Private Sector…	https://pmd.gov.lk/news/president-leads-2026-pre-budget-discussion-with-private-sector-stakeholders-in-the-tourism-industry/	en	President leads 2026 Pre-Budget Discussion with Private Sector Stakeholders in the Tourism Industry	['“Invest in converting President’s Houses in Tourist Zones into Holiday Resorts” – President', 'A discussion on the 2026 Pre-Budget for the tourism sector with private sector stakeholders was held this afternoon (29) at the Presidential Secretariat, under the patronage of President Anura Kumara Dissanayake.', 'The President pointed out that mere promotional programmes would not suffice to achieve the expected targets of the tourism sector for 2026. He emphasised the need for a new strategic programme jointly implemented by both the public and private sectors.', 'Inviting entrepreneurs to invest in transforming President’s Houses and Ministers’ official bungalows located in areas such as Nuwara Eliya, Anuradhapura, Mahiyanganaya and Kataragama into comfortable holiday resorts targeting foreign tourists, the President announced that a formal programme in this regard would be launched in the near future.', 'During the discussion, business leaders highlighted the existing shortcomings and challenges in the tourism industry. The President also requested entrepreneurs to present their proposals for the advancement of the sector.', 'Among those present were Secretary to the Ministry of Finance Dr. Harshana Suriyapperuma, Senior Economic Adviser to the President Duminda Hulugamuwa, Senior Additional Secretary to the President Russell Aponsu, Chairman of the Sri Lanka Tourism Development Authority Buddhika Hewawasam and Chairman of the Export Development Board Mangala Wijesinghe, along with a number of private sector stakeholders and business representatives.']
lk_pmd_press_release	2025-29-08-2025-29-08-6f1ccf	2025-29-08-6f1ccf	2025-29-08	CBSL presents new Rs. 2000 commemorative note to…	https://pmd.gov.lk/news/cbsl-presents-new-rs-2000-commemorative-note-to-the-president-on-its-75th-anniversary/	en	CBSL presents new Rs. 2000 commemorative note to the President on its 75th Anniversary	['Marking the 75th Anniversary of the Central Bank of Sri Lanka (CBSL), a new commemorative Rs. 2000 currency note was presented this morning (29) to President Anura Kumara Dissanayake at the Presidential Secretariat by the Governor of the Central Bank, Dr. Nandalal Weerasinghe.', 'This commemorative note, issued to mark the anniversary, is the fifth commemorative currency note released by the Central Bank of Sri Lanka.', 'Reflecting the Bank’s unwavering commitment to strengthening economic stability as the foundation for national development, the note has been issued under the anniversary theme “Stability for Prosperity.”\nOn this occasion, the President also engaged in cordial discussions with officials of the Central Bank.', 'Participating in the event were Secretary to the President Dr. Nandika Sanath Kumanayake, Senior Deputy Governor of the Central Bank Mrs. K. M. A. N. Daulagala, Assistant Governor K. G. P. Sirikumara and Superintendent – Currency Department P. D. R. Dayananda.']
lk_pmd_press_release	2025-28-08-2025-28-08-6e2641	2025-28-08-6e2641	2025-28-08	‘National Research Priorities Report’ handed over to President’s…	https://pmd.gov.lk/news/national-research-priorities-report-handed-over-to-presidents-secretary/	en	‘National Research Priorities Report’ handed over to President’s Secretary	['For the first time in Sri Lanka’s history, the Research Priorities for Sri Lanka – 2026 report, aligned with the Government’s socio-economic development programme, was officially presented this morning (28) to the Secretary to the President Dr Nandika Sanath Kumanayake at the Presidential Secretariat.', 'This report, which marks the beginning of a new era of national development driven by research and innovation, was handed over by Professor G.W.A. Rohan Fernando, Chairman of the National Science and Technology Commission (NASTEC).', 'The initiative was led by the Interim Committee on National Research and Development Priorities, co-chaired by Professor Gomika Udugamasooriya, Senior Advisor to the President on Science and Technology and Senior Member of the United States National Academy of Inventors, together with Professor G.W.A. Rohan Fernando, Chairman of the National Science and Technology Commission.', 'The report is the outcome of a collective effort by 26 subject experts and more than 100 members of sub-committees representing 15 ministries connected to research and development.', 'It presents recommendations on research and development priorities and directions for 2026, covering key areas such as agriculture, energy, education, digital transformation, technology, health, industry, tourism, and social development. This is also Sri Lanka’s first integrated report formulated to align research and development with the country’s long-term socio-economic vision.', 'This task constitutes a key responsibility under the forthcoming National Research and Development Policy (NRDP). Until the policy is finalised, the Interim Committee will carry out this process. Once the NRDP is established, the identification and allocation of research priorities will be broadened, with a focus on areas requiring special attention. The overarching objective is to contribute strategically and effectively towards a production-driven economy, with decision-making firmly based on research.']
lk_pmd_press_release	2025-27-08-2025-27-08-6a3edb	2025-27-08-6a3edb	2025-27-08	Mahamaya Balika Maha Vidyalaya, Kadawatha, Holds Inaugural Sitting…	https://pmd.gov.lk/news/mahamaya-balika-maha-vidyalaya-kadawatha-holds-inaugural-sitting-of-student-parliament-at-presidential-secretariat/	en	Mahamaya Balika Maha Vidyalaya, Kadawatha, Holds Inaugural Sitting of Student Parliament at Presidential Secretariat	['The ceremonial sitting of the Student Parliament of Mahamaya Balika Maha Vidyalaya, Kadawatha, was held yesterday (26) in the Old Parliament Chamber of the Presidential Secretariat.', 'This opportunity was extended to Mahamaya Balika Maha Vidyalaya, Kadawatha, in line with the series of programmes conducted jointly by the Presidential Secretariat, the Ministry of Education and the Parliament Department of Communication, for the benefit of schoolchildren.', 'On this occasion, members of the school’s Student Parliament were provided with the opportunity to gain an understanding of the history of parliamentary traditions, the functions and responsibilities of Parliament, as well as the conceptual value and practical importance of the “Clean Sri Lanka” project.', 'A notable feature of the event was the appointment of a minister in the school’s Student Parliament to oversee the “Clean Sri Lanka” project. Certificates were also awarded to the ministers and members of the Student Parliament on this occasion.', 'The event was attended by Deputy Chairperson of Committees of the Parliament of Sri Lanka, Hemali Weerasekara, Senior Additional Secretary to the President, Prasanna Chandith, Director General of Public Relations of the Presidential Secretariat, Dharmasiri Gamage, Director of Legislative Services and Communication of the Parliament of Sri Lanka, Jayalath Perera, together with the Principal of Mahamaya Balika Maha Vidyalaya, Kadawatha and a group of academic staff.']
lk_pmd_press_release	2025-27-08-2025-27-08-2e8ddf	2025-27-08-2e8ddf	2025-27-08	Pre-Budget Discussions for 2026 with Local Entrepreneurs in…	https://pmd.gov.lk/news/pre-budget-discussions-for-2026-with-local-entrepreneurs-in-the-ceramic-industry-under-presidents-patronage/	en	Pre-Budget Discussions for 2026 with Local Entrepreneurs in the Ceramic Industry under President’s Patronage	['– The President', 'A pre-budget discussion for the year 2026 was held today (27) at the Presidential Secretariat under the patronage of President Anura Kumara Dissanayake with local entrepreneurs in the ceramic industry , to review concerns and proposals related to challenges in the industry.', 'At the discussion, we extensively reviewed the government’s plans to strengthen the domestic manufacturing industry, with the aim of expanding export revenue while safeguarding local entrepreneurs. In addition, the current issues and challenges related to the manufacturing sector were thoroughly examined.', 'Specific attention was given to ceramic products, including tiles, bathroom fittings and sanitary ware, while discussions also focused on ensuring the quality and standards of these products currently available in the market.', 'President Anura Kumara Dissanayake stated that the government will extend its fullest possible support to ensure that high-quality, standard ceramic products are made available to local consumers at fair and affordable prices.', 'The discussions also focused on the challenges currently faced by the ceramic industry including issues related to sourcing raw materials as well as potential solutions to address them.', 'Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma, Chairman of the Export Development Board, Mangala Wijesinghe, along with several entrepreneurs from the private sector engaged in the ceramic industry and representatives from the export sector, were also present at the discussion.']
lk_pmd_press_release	2025-27-08-2025-27-08-20e437	2025-27-08-20e437	2025-27-08	Pre-Budget Discussions for 2026 with Export Sector Business…	https://pmd.gov.lk/news/pre-budget-discussions-for-2026-with-export-sector-business-leaders-on-strengthening-dollar-reserves-under-presidents-patronage/	en	Pre-Budget Discussions for 2026 with Export Sector Business Leaders on Strengthening Dollar Reserves under President’s Patronage	['– President', 'A pre-budget discussion for the year 2026 was held yesterday (26) at the Presidential Secretariat under the patronage of President Anura Kumara Dissanayake with private sector entrepreneurs in the plantation sector to gather insights and recommendations regarding issues in the export sector.', 'The government of Sri Lanka has made notable progress in enhancing state revenue and achieving a degree of economic stability. However, the aim of this discussion was to gather insights from business leaders and industrialists regarding strategies to bolster dollar reserves, a crucial factor for maintaining the stability of the nation’s economy.', 'During the meeting, President Anura Kumara Dissanayake stated that it is the responsibility of the government to provide the necessary facilities and support to entrepreneurs and industrialists. He further emphasized that, in return for such facilities, it is essential that entrepreneurs and industrialists fulfill their obligation by paying fair taxes.', 'Highlighting that the economy cannot be restricted with artificial controls. The President emphasized that the current administration is implementing measures to revive the weakened economy and steer it forward through expansion.', 'He further noted that while the relaxation of import restrictions must be done cautiously to avoid any adverse impact on the nation’s dollar reserves, the government is actively working to strengthen and stabilize those reserves by increasing export earnings. The President also highlighted that the government has already put in place a concrete programme to achieve this goal.', 'During the discussion, special attention was given to the issues related to exports connected with the tea, coconut and rubber industries. Representatives highlighted the current challenges faced within these sectors and presented their proposals on how such issues could be successfully addressed. They also requested the President to provide immediate solutions to the prevailing problems.', 'The meeting was attended by Secretary to the President Dr. Nandika Sanath Kumanayake, Secretary to the Ministry of Finance Dr. Harshana Suriyapperuma, Senior Adviser to the President Mr. Duminda Hulangamuwa, Senior Additional Secretary to the President Russell Aponso, Chairman of the Export Development Board Mr. Mangala Wijesinghe, a group of private sector entrepreneurs and representatives of industries related to tea, rubber and coconut cultivation were also present on this occasion.']
lk_pmd_press_release	2025-27-08-2025-27-08-091c2c	2025-27-08-091c2c	2025-27-08	Pre-Budget Discussion of the Ministry of Industries and…	https://pmd.gov.lk/news/pre-budget-discussion-of-the-ministry-of-industries-and-entrepreneurship-development-for-2026-chaired-by-the-president/	en	Pre-Budget Discussion of the Ministry of Industries and Entrepreneurship Development for 2026, Chaired by the President	['A review of the projects implemented under the 2025 budgetary allocations of the Ministry of Industries and Enterprise Development, together with the pre-budget discussion for the year 2026, was held this morning (27) at the Presidential Secretariat under the patronage of President Anura Kumara Dissanayake.', 'The discussions focused extensively on programmes carried out by the Ministry of Industries and Entrepreneurship Development and its affiliated institutions. They also addressed the challenges and issues faced, as well as future plans aimed at enhancing the contribution of the industrial and production sectors to the country’s Gross Domestic Product. Further emphasis was placed on increasing the role of entrepreneurship in the national economy and boosting export revenue.', 'Particular attention was given to the establishment of industrial zones, the provision of concessionary loans for small and medium-scale entrepreneurs and improving facilities in the export sector.', 'The meeting also addressed challenges faced under the existing system of developing high-impact land for industrial purposes and allocating it to investors and possible solutions to issues affecting both industrialists and the Ministry of Industries.', 'Further, attention was drawn to difficulties encountered in granting concessionary loans to small and medium-scale entrepreneurs. It was agreed that the Ministry of Industries and Entrepreneurship Development and the Ministry of Finance would work jointly to resolve these concerns.', 'Problems relating to the Sevanagala and Pelwatte sugar factories were also discussed. The President instructed officials to expedite the settlement of all outstanding payments due to sugarcane farmers.', 'In addition, the President directed officials to swiftly implement plans to identify and consolidate the services currently provided by institutions under the Ministry of Industries and Entrepreneurship Development, ensuring their effective coordination. He also instructed them to explore and propose additional services to be delivered to the public.', 'The discussion was attended by Minister of Industries and Entrepreneurship Development Sunil Handunnetti, Deputy Minister Chathuranga Abeysinghe, Secretary to the Presidential Dr. Nandika Sanath Kumanayake, Secretary to the Ministry of Finance Dr. Harshana Suriyapperuma, Secretary to the Ministry of Industries and Entrepreneurship Development Thilaka Jayasundara, Senior Additional Secretary to the President Mr. Russel Aponso, along with officials of institutions under the Ministry of Industries and Entrepreneurship Development and senior officers of the Ministry of Finance.']
